id;rif_contrat;id_modalidad;id_sub_modalidad;fec_inicio_cont;fec_fin_cont;nro_procedimiento;nro_contrato;id_estado_contrato;descr_contrato;bienes;servicios;obras;monto;dolar;euro;petros;bolivares;calidad;responsabilidad;conocimiento;oportunidad;total_calif;calificacion;notf_cont;fecha_not;medio;nro_oc_os;fileimagen;id_usuario;fecha_evaluacion
5573;J297544330;4;0;2010-09-22;2010-09-22;CP-OC-FIBV-070-2010;OC 070;1;COMPRA BOTELLONES DE AGUA POTABLE;;;;302.40;;;;;;;;;80;BUENO;S;2010-09-30;OFICIO;SG-ED-100;;1;2010-10-04
5574;J309963694;4;0;2009-05-05;2009-06-10;DAS-CP-2009-015;OC 9;8;ADQUISICIÃÂN DE (01) RODILLO DE PRESIÃÂN Y (01) FIXIN FILM PARA FOTOCOPIADORA DE LA CONTRALORÃÂA MUNICIPAL DE VALENCIA;;;;1856.96;;;;;;;;;86;MUY BUENO;S;2009-05-18;EMAIL;ORDEN DE COMPRA NÃÂº 9 DE FECHA 18/05/2009, CORREO ELECTRONICO; VENTASDICOPYSYS@HOTMAIL.COM;1;2010-10-04
5575;J085100580;4;0;2010-09-30;2010-09-30;CP-OS-FIBV-092-2010;OS 092;1;PAGO DE AJUSTE POR SINIESTRALIDAD DEL HCM;;;;119619.29;;;;;;;;;80;BUENO;S;2010-09-30;OFICIO;SG-ED-101;;1;2010-10-04
5576;J313836796;4;0;2010-05-21;2010-07-13;11441;OC-CP-CDCH-11441;1;LIMPIEZA, ADECUACIÃÂN Y ACONDICIONAMIENTO DE LABORATORIO DE VIDRIO;;;;10000.00;;;;;;;;;88;MUY BUENO;S;2010-07-13;OTRO;CDCH;;1;2010-10-05
5577;J001090940;4;0;2010-03-08;2010-04-29;11357;OC-CP-CDCH-11357;1;COMPRA DE AGITADOR MAGNETICO CON CALEFACCION;;;;2772.00;;;;;;;;;100;EXCELENTE;S;2010-04-29;OTRO;CDCH;;1;2010-10-05
5578;V036588329;4;0;2010-07-06;2010-10-13;11440;OC-CP-CDCH-11440;1;CORRECCIONES DEL LIBRO DE INTERCULTURALIDAD Y COMUNICACION INTERCULTURAL;;;;2352.00;;;;;;;;;100;EXCELENTE;S;2010-07-13;OTRO;CDCH;;1;2010-10-05
5579;V036588329;4;0;2010-07-12;2010-07-13;11438;OC-CP-CDCH-11438;1;3 CORRECCIONES DE TEXTO (1, 2 Y PRUEBA) ARTE FINAL Y COTEJO DE ULTIMAS CORRECCIONES DEL LIBRO POLITICA DE LA ALTERIDAD;;;;2484.00;;;;;;;;;100;EXCELENTE;S;2010-07-13;OTRO;CDCH;;1;2010-10-05
5580;J301431707;4;0;2010-07-12;2010-07-13;11439;OC-CP-CDCH-11439;1;IMPRESION Y ENCUADRENACION DE 500 EJEMPLARES DE LA REVISTA CUADERNOS DEL CENDES N 73 AÃÂO 27 AÃÂO 2010;;;;15000.00;;;;;;;;;100;EXCELENTE;S;2010-07-13;OTRO;CDCH;;1;2010-10-05
5581;J293720907;4;0;2010-08-16;2011-09-01;OS101393;OS101393;8;MANTENIMIENTO CORRECTIVO PARA VEHICULO;;;;4457.60;;;;;;;;;82;MUY BUENO;S;2010-08-17;FAX;FAX;;1;2010-10-05
5582;V150285549;5;0;2010-04-30;2010-05-18;79;79;14;SERVICIO DE DISEÃÂO;;;;4500.00;;;;;;;;;100;EXCELENTE;S;2010-04-30;OFICIO;ULA-CO08/2010;;1;2010-10-05
5583;J002972734;5;0;2010-04-14;2010-07-08;ADAM-OS-FI-15687-2010;15687;1;MANTENIMIENTO DE EQUIPOS DE LECTURA OPTICA,FI;;;;13580.00;;;;;;;;;80;BUENO;S;2010-10-05;OTRO;0212-9750217;;1;2010-10-05
5584;V055223854;5;0;2010-06-18;2010-07-12;ADAM-OS-FI-64593-2010;64593;1;REFIGERIOS NUCLEO DE DECANOS,FI;;;;2531.20;;;;;;;;;80;BUENO;S;2010-10-05;OTRO;0212-3714324;;1;2010-10-05
5585;J301217365;4;0;2010-05-20;2010-07-06;CP-OS-FI-023-2010;15773;1;SUMINISTROS DE REPUESTOS Y SERVICIO TECNICO DE FOTOCOPIADORA, FI;;;;53267.72;;;;;;;;;80;BUENO;S;2010-10-05;OTRO;0212-2392654;;1;2010-10-05
5586;J311585559;5;0;2010-06-08;2010-07-12;ADAM.OS-FI-14674-2010;14674;1;SERVICIOS ADUANALES, FI;;;;66172.38;;;;;;;;;80;BUENO;S;2010-10-05;OTRO;0212-331.2183;;1;2010-10-05
5587;J297310509;5;0;2010-06-02;2010-07-16;134;134;20;SERVICIOS DE DISEÃÂO;;;;1797.80;;;;;;;;;100;EXCELENTE;S;2010-06-02;OFICIO;ULA-SEM-37/2010;;1;2010-10-05
5588;J001660909;5;0;2010-06-23;2010-07-15;ADAM-OS-FI-17446-2010;17446;1;REPARACION DE VEHICULO DE LA FACULTAD, FI;;;;2427.81;;;;;;;;;80;BUENO;S;2010-10-05;OTRO;0212-261-5569;;1;2010-10-05
5589;J316483290;4;0;2009-12-14;2010-01-11;IISEC-2009-025-T-FIDES ;IISEC-2009-025-T-FIDES ;9;CONYINUACION  DE LA PAVIMENTACION  DEL SECTOR BRISAS DE MANATIALES MUNICIPIO TINACO, ESTADO COJEDES ;;;;150.00;;;;;;;;;83;MUY BUENO;S;2010-01-11;OTRO;2584331064;;1;2010-10-05
5590;J090081950;1;0;2010-07-14;2010-07-14;ULA-CC/CA/34-2009;ODEN DE SERVICIO NÃÂº 00096;14;PASAJES AEREOS NACIONALES;;;;933.48;;;;;;;;;94;EXCELENTE;S;2010-07-14;OTRO;0274-2524481, 2526133, 2526031;;1;2010-10-05
5591;J001245049;5;0;2010-07-16;2010-07-21;ADAM-OS-FI-14828-2010;14828;1;REPARACION DE VEHICULO DE  LA FACULTAD, FI;;;;5544.00;;;;;;;;;60;REGULAR;S;2010-10-05;OTRO;0212-6334777;;1;2010-10-05
5592;J001245049;5;0;2010-06-18;2010-07-14;ADAM-OS-FI-15822-2010;15822;1;REPARACION Y MANTENIMIENTO DE VEHICULO DE LA FACULTAD, FI;;;;11995.20;;;;;;;;;80;BUENO;S;2010-10-05;OTRO;0212-6334777;;1;2010-10-05
5593;J304665440;4;0;2010-07-13;2010-08-03;CP.OC.DD.1742-2010;1742;1;ADQUISICION DE EQUIPOS PARA ESGRIMA.;;;;17920.00;;;;;;;;;95;EXCELENTE;S;2010-10-07;FAX;0212-6719221;;1;2010-10-05
5594;J090081950;1;0;2010-07-14;2010-07-20;ULA-CC/CA/34-2009;ORDEN DE SERVICIO NÃÂº 00062;14;PASAJES AEREOS NACIONALES;;;;4293.81;;;;;;;;;94;EXCELENTE;S;2010-07-14;FAX;0274-2524481, 2526133, 2526031;;1;2010-10-05
5595;J295846479;4;0;2010-07-28;2010-08-03;CP.OC.DD.1770-2010;1770;1;ADQUISICION DE MATERIAL DE FERRETERIA;;;;6537.44;;;;;;;;;80;BUENO;S;2010-10-08;FAX;0212-6810189;;1;2010-10-05
5596;J308359750;4;0;2010-07-27;2010-08-11;329;329;18;ADQUISICION DE BIENES, EQUIPOS DE TELECOMUNICACIONES (ALTITUD ENCONDER PARA TRANSPONDER,ANTENA PARA TRANSPONDER) Y COMBUSTIBLES;;;;174.44;;;;;;;;;80;BUENO;S;2010-07-13;OFICIO;S/N;;1;2010-10-05
5597;J315224488;4;0;2010-07-20;2010-09-24;31-000442;31-000442;1;MANTENIMIENTO Y REPARACION EQUIPO AIRE ACONDICIONADO;;;;5376.00;;;;;;;;;73;BUENO;S;2010-09-24;FAX;DESEMP 01-09-10;;1;2010-10-05
5598;J315224488;4;0;2010-07-20;2010-09-24;31-000443;31-000443;1;MATERIAL DE OFICINA Y CONSUMIBLES;;;;2822.40;;;;;;;;;73;BUENO;S;2010-09-24;FAX;DESEMP 02-09-10;;1;2010-10-05
5599;J298438339;1;0;2010-07-02;2010-07-07;993129;993129;14;MATERIAL DE LIMPIEZA;;;;1646.97;;;;;;;;;100;EXCELENTE;S;2010-07-02;OFICIO;COMP-LIMP-003/2010;;1;2010-10-05
5600;J314329804;4;0;2010-07-20;2010-09-24;31-000443;31-000443;1;MATERIAL DE OFICINA Y CONSUMIBLES;;;;2822.40;;;;;;;;;73;BUENO;S;2010-09-24;FAX;DESEMP 02-09-10;;1;2010-10-05
5601;J295432682;4;0;2010-07-13;2010-08-27;CP-016-2010;CSM-CAB-CP-2010-002;15;ADQUISICION DE PRODUCTOS PLASTICOS REPRESENTADOS EN BOLSAS PLASTICAS DE 40 KG DE 11 MICRAS COLOR NEGRO SIN ESTAMPADO Y TUBOS PVC COLOR GRIS DE DIFERENTES MEDIDAS;;;;467040.00;;;;;;;;;100;EXCELENTE;S;2010-10-05;EMAIL;eduardolinders@hotmail.com;;1;2010-10-05
5602;V061454809;4;0;2010-07-26;2010-09-24;31-000444;31-000444;1;ALQUILER DE EQUIPO;;;;5000.00;;;;;;;;;73;BUENO;S;2010-09-24;FAX;DESEMP 03-09-10;;1;2010-10-05
5603;J000471010;1;0;2010-07-29;2010-08-12;332;332;18;ADQUISICION DE BIENES(AUTOBUS SINCRONICO, CON CAPACIDAD DEN 43 A 50 PUESTOS,AUTOBUS, AUTOMATICO, CON CAPACIDAD DE 43 PUESTOS A 50 PUESTOS)                                       ;;;;3784000.00;;;;;;;;;86;MUY BUENO;S;2010-07-29;OFICIO;S/N;;1;2010-10-05
5604;J297113053;4;0;2010-07-27;2010-09-24;31-000445;31-0000445;1;MATERIAL DE OFICINA Y CONSUMIBLES;;;;2023.86;;;;;;;;;73;BUENO;S;2010-09-24;FAX;DESEMP 04-09-10;;1;2010-10-05
5605;J085314954;1;0;2010-08-03;2010-08-17;345;345;18;ADQUISICION DE BIENES(CAMIONETA JEP GRAND CHEROKEE LIMITED 4X4 MOTOR 8 CIL/4.7LITS V8 (ETC) TRANSM.AUTOMATICA 5 VOL, SUSP);;;;393443.71;;;;;;;;;86;MUY BUENO;S;2010-07-27;OFICIO;S/N;;1;2010-10-05
5606;J000122423;4;0;2010-09-02;2010-10-27;31-000447;31-000447;1;SERVICIO DE PUBLICIDAD;;;;3967.04;;;;;;;;;73;BUENO;S;2010-09-27;FAX;DESEMP 06-09-10;;1;2010-10-05
5607;J301962770;4;0;2010-09-14;2010-09-27;31-000448;31-000448;1;SERVICIO DE LIMPIEZA;;;;9744.00;;;;;;;;;73;BUENO;S;2010-09-27;FAX;DESEMP 06-09-10;;1;2010-10-05
5608;J316282902;4;0;2010-06-28;2010-07-02;8750;8750;1;"CARNE DE ASADO
";;;;4645.20;;;;;;;;;60;REGULAR;S;2010-06-28;OTRO;telefono  0212-8631474;;1;2010-10-05
5609;J316282902;4;0;2010-07-05;2010-07-09;8765;8765;1;"CARNE DE ASADO
";;;;3458.00;;;;;;;;;60;REGULAR;S;2010-07-05;OTRO;telefonica  0212-8631474;;1;2010-10-05
5610;J316282902;4;0;2010-07-19;2010-07-23;8792;8792;1;"CARNE DE ASADO
";;;;9118.00;;;;;;;;;60;REGULAR;S;2010-07-19;OTRO;telefono  0212-8631474;;1;2010-10-05
5611;J297426019;4;0;2010-06-28;2010-07-02;8760;8760;1;"ACEITE DE SOYA
";;;;990.00;;;;;;;;;60;REGULAR;S;2010-06-28;OTRO;telefono  0212-3834633;;1;2010-10-05
5612;J297426019;4;0;2010-07-05;2010-07-09;8775;8775;1;"ACEITE DE SOYA
";;;;1650.00;;;;;;;;;60;REGULAR;S;2010-07-05;OTRO;telefono  0212-3834633;;1;2010-10-05
5613;J314628143;4;0;2010-08-12;2010-08-27;LAEE-06-2010;ABMP-LAEE-06-2010;22;REHABILITACION DEL POZO PROFUNDO DEL SECTOR TAPA LA LUCHA;;;;150000.00;;;;;;;;;100;EXCELENTE;S;2010-09-27;OFICIO;LAEE-06-2010;;1;2010-10-05
5614;J314628143;4;0;2010-08-12;2010-08-25;LAEE-08-2010;ABMP-LAEE-08-2010;22;REPARACION Y MANTENIMIENTO DE POZO PROFUNDO DEL SECTOR EL PATIECITO MUNICIPIO PEÃÂA;;;;90000.00;;;;;;;;;98;EXCELENTE;S;2010-09-27;OFICIO;LAEE-08-2010;;1;2010-10-05
5615;J085377018;4;0;2010-05-05;2010-09-08;CP-ENMOHCA-CC-021-2010;O/C 31 (3363);13;ADQUISICIÃÂN DE EQUIPOS DE PROTECCIÃÂN PERSONAL, PARA LOS TRABAJADORES OPERATIVOS Y OBREROS DE LA SEDE PRINCIPAL DE ENMOHCA;;;;75936.00;;;;;;;;;71;BUENO;S;2010-10-04;FAX;NED-ENMOHCA-034-2010;;1;2010-10-05
5616;J309726293;3;0;2010-06-28;2010-08-04;CC-012-2010;CSM-CAB-CC-2010-003;15;ADQUISICION DE PINTURA ESMALTE, CAUCHO Y TRAFICO EN VARIOS COLORES PARA SER UTILIZADOS EN DIFERENTES TRABAJOS DE MANTENIMIENTO EN EL ESTADO MIRANDA;;;;137214.00;;;;;;;;;100;EXCELENTE;S;2010-10-05;EMAIL;promotorazerimar@hotmail.com;;1;2010-10-05
5617;J000779945;4;0;2010-09-14;2010-09-29;CP-OC-FH-H72958-2010;CP-OC-FH-H72958-2010;1;"MATERIAL DE FERRETERIA.
";;;;25007.76;;;;;;;;;75;BUENO;S;2010-09-14;OTRO;CP-OC-FH-H72958-2010;;1;2010-10-05
5618;J000779945;4;0;2010-09-16;2010-09-29;CP-OC-FH-H73206-2010;CP-OC-FH-H73206-2010;1;"COMPRA DE MATERIAL DE FERRETERIA
";;;;21365.98;;;;;;;;;75;BUENO;S;2010-09-16;OTRO;CP-OC-FH-H73206-2010;;1;2010-10-05
5619;J070011300;3;0;2009-07-20;2010-04-21;MIBAM CC-02-2009;Contrato (MIBAM CC-02-2009);1;CONTRATACIÃÂN DE LAS PÃÂLIZAS DE SEGUROS DE HOSPITALIZACIÃÂN, CIRUGÃÂA Y MATERNIDAD, VIDA, ACCIDENTES PERSONALES Y GASTOS FUNERARIOS PARA LOS TRABAJADORES Y FAMILIARES DEL MINISTERIO DEL PODER POPULAR PARA LAS INDUSTRIAS BÃÂSICAS Y MINERÃÂA;;;;4983264.99;;;;;;;;;86;MUY BUENO;S;2010-10-05;OFICIO;OAS-326-10;;1;2010-10-05
5620;J298782005;4;0;2010-09-17;2010-09-24;CP-OC-FH-H73213-2010;CP-OC-FH-H73213-2010;1;"MATERIAL DE LIMPIEZA
";;;;2111.20;;;;;;;;;75;BUENO;S;2010-09-17;OTRO;CP-OC-FH-H73213-2010;;1;2010-10-05
5621;J293535247;3;0;2010-07-27;2010-09-16;CC_015-2010;CSM_CAB_CC_2010_007;15;ADQUISICION DE CARTUCHOS Y TONNER PARA IMPRESORAS Y FOTOCOPIADORAS UBICADAS EN LOS CINCO (5) CAMPAMENTOS  Y OFICINA PRINCIPAL DE LA CORPORACION DE SERVICIOS Y MANTENIMIENTO MIRANDA S.A;;;;150495.52;;;;;;;;;100;EXCELENTE;S;2010-10-05;EMAIL;OFITREX@HOTMAIL.COM;;1;2010-10-05
5622;J298782005;4;0;2010-09-14;2010-09-29;CP-OC-FH-H73214-2010;CP-OC-FH-H73214-2010;1;"CONSUMIBLES DE OFICINA.
";;;;6552.00;;;;;;;;;75;BUENO;S;2010-09-14;OTRO;CP-OC-FH-H73214-2010;;1;2010-10-05
5623;J298782005;4;0;2010-09-15;2010-09-29;CP-OC-FH-H73215-2010;CP-OC-FH-H73215-2010;1;"CONSUMIBLES DE OFICINA
";;;;5096.00;;;;;;;;;75;BUENO;S;2010-09-15;OTRO;CP-OC-FH-H73215-2010;;1;2010-10-05
5624;J294989543;3;0;2010-07-27;2010-09-16;CC-015-2010;CSM-CAB-CC-2010-006;15;ADQUISICION DE CARTUCHOS Y TONER PARA IMPRESORAS Y FOTOCOPIADORAS UBICADAS EN LOS CINCO CAMPAMENTOS Y OFICINA PRINCIPAL DE LA CORPORACION DE SERVICIOS Y MANTENIMIENTO;;;;511244.16;;;;;;;;;100;EXCELENTE;S;2010-10-05;EMAIL;hmadrid24@hotmai.com;;1;2010-10-05
5625;V032271525;4;0;2010-09-20;2010-09-29;CP-OS-FH-H71066-2010;CP-OS-FH-H71066-2010;1;PAGO POR SERVICIOS ADMINISTRATIVO.;;;;3945.20;;;;;;;;;75;BUENO;S;2010-09-20;OTRO;CP-OS-FH-H71066-2010;;1;2010-10-05
5626;J313020184;4;0;2010-08-09;2010-08-09;CP.OC.DD.1786-2010;1786;1;ADQUISICION DE PELOTAS PARA TENIS DE MESA.;;;;5600.00;;;;;;;;;80;BUENO;S;2010-10-14;FAX;0212-6616861;;1;2010-10-06
5627;J002926554;1;0;2010-10-07;2010-10-12;CA-OS-FI-15758-2010;15758;1;SERVICIO DE MANTENIMIENTO DEL EDIFICIO DE LA FACULTAD DE INGENIERIA, MES DE JUNIO, FI;;;;89634.37;;;;;;;;;72;BUENO;S;2010-10-05;OTRO;0212-7615361;;1;2010-10-05
5628;J298864478;4;0;2010-09-20;2010-09-30;CP-OC-FH-H73429-2010;CP-OC-FH-H73429-2010;1;SERVICIOS PRESTADOS EN CALIDAD DE VIGILANCIA;;;;15024.52;;;;;;;;;75;BUENO;S;2010-09-20;OTRO;CP-OC-FH-H73429-2010;;1;2010-10-05
5629;J311549706;4;0;2010-06-23;2010-07-08;DFIPU/OC/0364;DFIPU/OC/0364;5;TOGAS DE COLOR NEGRO EN TELA PROFESIONAL;;;;1500.00;;;;;;;;;80;BUENO;S;2010-07-08;OFICIO;DFIPU/OC/0364;;1;2010-10-06
5630;J315466791;4;0;2009-11-23;2009-12-11;ucp-cp-2009-064;O/C 43;8;ADQUSICIÃÂN DE 20 RESMAS DE PAPEL BOND CON MEMBRETE TAMAÃÂO CARTA PARA USO DE LA CONTRALORIA MUNICIPAL DE VENCIA.;;;;6720.00;;;;;;;;;80;BUENO;S;2009-11-26;FAX;RESOLUCION CMV- CCP-061-2009;;1;2010-10-05
5631;J002926554;1;0;2010-03-01;2010-07-06;CA-FI-FM-FAU-FF-FHE-001-2010UCV;15596;1;MANTENIMIENTODE EDIFICO DE LA FACULTAD CORESPONDIENTE A LOS MESES DE FEBRERO, MARZO, ABRIL Y MAYO, FI;;;;324042.56;;;;;;;;;80;BUENO;S;2010-10-05;OTRO;0212-7615361;;1;2010-10-05
5632;J305100845;4;0;2010-07-06;2010-07-27;CPC-005-2010;CSM-CAB-CP-2010-001;15;ADQUISICION DE MATERIAL DE HERRERIA PARA SURTIR LOS TALLERES DE LOS CINCO (5) CAMPAMENTOS ADSCRITOS A LA CORPORACION;;;;324071.60;;;;;;;;;100;EXCELENTE;S;2010-10-05;EMAIL;tecnocolorindustrial2010@hotmail.com;;1;2010-10-05
5633;J298864478;4;0;2010-09-20;2010-09-30;CP-OS-FH-H73431-2010;CP-OS-FH-H73431-2010;1;"TRABAJOS REALIZADOS DE PINTURA
";;;;22400.00;;;;;;;;;75;BUENO;S;2010-09-20;OTRO;CP-OS-FH-H73431-2010;;1;2010-10-05
5634;J000122423;5;0;2010-03-15;2010-07-19;ADAM-OS-FI-15823-2010;15823;1;"PUBLICACION DE CONDOLENCIA A LA SRA.MARIA BLANCO Y PUBLICACION DE LA CONVOCATORIA A LA ASAMBLEA DE LA FACULTAD, FI
";;;;3308.48;;;;;;;;;80;BUENO;S;2010-10-05;OTRO;0212-2033226;;1;2010-10-05
5635;J003218545;5;0;2010-02-23;2010-07-06;ADAM-OS-FI-14706-2010;14706;5;"SERVICIO DE SEGURIDAD SIN ARMA, FACULTAD DE INGENIERIA, EN EL NUCLEO DE CAGUA EN LA PLANTA DE TRATAMIENTO, FI
";;;;63379.54;;;;;;;;;80;BUENO;S;2010-10-05;OTRO;0212-5420864;;1;2010-10-05
5636;J002530766;5;0;2010-07-22;2010-09-22;ADAM-OS-FI-054-2010;14677;1;"MOVILIZACION Y UBICACIÃÂN DE EQUIPOS DEL LABORATORIO DE MECANICA DE ROCAS DE LA ESCUELA DE PETROLEO.
FI";;;;25200.00;;;;;;;;;80;BUENO;S;2010-10-05;OTRO;0212-4437127;;1;2010-10-05
5637;J294813577;4;0;2009-08-05;2009-09-29;CP-FUNREVI-24-2009;2009-030;13;CONSTRUCCION DE TRES (03) VIVIENDAS TIPO SEMILLA, DOS (02) EN EL MUNICIPO SIMON PLANAS Y UNA (01) EN EL MUNICIPIO PALAVECINO DEL ESTADO LARA;;;;133400.32;;;;;;;;;83;MUY BUENO;S;2010-10-05;OTRO;SE LE COMUNICO POR MEDIO TELEFONICO AL 0251-9353264;;1;2010-10-05
5638;J315895498;4;0;2009-09-28;2009-11-22;CP-FUNREVI-36-2009;2009-052;13;CULMINACION DE LA CONSTRUCCION DE DIEZ (10) VIVIENDAS EN PARCELAS AISLADAS UBICADAS EN SECTORES VARIOS DE LA PARROQUIA SANTA ROSA DEL MUNICIPIO IRIBARREN DEL ESTADO LARA;;;;222926.19;;;;;;;;;89;MUY BUENO;S;2010-10-05;OTRO;SE LE COMUNICO POR MEDIO TELEFONICO AL 0424-5052534;;1;2010-10-05
5639;J297126210;4;0;2010-08-06;2010-08-10;20205-00062;20205-00062;14;MATERIAL DE OFICINA;;;;13000.00;;;;;;;;;100;EXCELENTE;S;2010-10-04;OFICIO;20205-00062;;1;2010-10-05
5640;J297957740;4;0;2010-07-19;2010-08-06;20207-00036;20207-00036;14;MATERIAL DE LABORATORIO;;;;1580.00;;;;;;;;;100;EXCELENTE;S;2010-10-04;OFICIO;20207-00036;;1;2010-10-05
5641;J090081950;1;0;2010-08-03;2010-09-16;(UAPIT)ULA/CC/CA-34/2009-033;033/2010;14;"BOLETOS AEREOS PARA LA CIUDADANA ANGELA LOPEZ C.I. 81.990.980. RELACIONADO AL PROYECTO ""OFERTA TÃÂCNICA COMERCIAL PARA PROVEER LABORES DE ARQUITECTURA"", EN LA CIUDAD DE CARACAS";;;;671.00;;;;;;;;;87;MUY BUENO;S;2010-10-06;OFICIO;AD-339-10;;1;2010-10-05
5642;J090081950;1;0;2010-08-11;2010-09-16;(UAPIT)ULA/CC/CA/34/2009-034;034/2010;14;BOLETOS AEREOS PARA ANNIE LISBETH C.I. 12.780.502 Y MARÃÂA BEATRIZ HERNÃÂNDEZ C.I. 15.921.890. RELACIONADO AL PROYECTO ÃÂESTUDIO DE IMPACTO AMBIENTAL Y SOCIOCULTURAL DE LA REFINERÃÂA BATALLA DE SANTA INÃÂS, BARINASÃÂ.;;;;1039.82;;;;;;;;;93;EXCELENTE;S;2010-10-06;OFICIO;AD-340-10;;1;2010-10-05
5643;J311549706;4;0;2010-05-17;2010-07-09;DFIPU/OC/0369;DFIPU/OC/0369;5;UNIFORMES PARA EQUIPO DE BEISBOL;;;;7075.00;;;;;;;;;75;BUENO;S;2010-07-09;OFICIO;DFIPU/OC/0369;;1;2010-10-06
5644;J090081950;1;0;2010-09-03;2010-09-17;(UAPIT)ULA/CC/CA/34/2009-036;036/2010;14;BOLETOS AEREOS NACIONALES PARA FRANCKLIN RIVAS C.I. 9.476.493 Y MARÃÂA ALEJANDRA NOGUERA C.I. 14.401.626. ACTIVIDADES RELACIONADAS CON PDVSA INDUSTRIAL.;;;;1639.12;;;;;;;;;93;EXCELENTE;S;2010-10-06;OFICIO;AD-341-10;;1;2010-10-05
5645;J308310042;3;0;2010-07-02;2010-10-05;CC-IAPCV-002-2010;CC-IAPCV-002-2010/000193/;14;TRESCIENTOS DIEZ (310) UNIFORMES (FAENA), CIEN (100) UNIFORMES (MOTORIZADOS),DOSCIENTOS OCHENTAS (280) GORRAS Y DOSCIENTAS OCHENTAS (280) CORREAS;;;;222566.62;;;;;;;;;80;BUENO;S;2010-10-05;EMAIL;producciones_maquibe@hotmail.com/fax 0274-2668086/;;1;2010-10-05
5646;J002972734;4;0;2010-07-12;2010-09-29;CP-FC-02-293;CP-FC-02-293;1;MANTENIMIENTO DE LECTORA OPTICA;;;;2345.00;;;;;;;;;70;REGULAR;S;2010-09-30;FAX;0212 9750217;;1;2010-10-06
5647;J305561036;4;0;2010-07-12;2010-09-23;CP-FC-02-246;CP-FC-02-289;1;ENCUADERNACION DE LIBROS;;;;8663.20;;;;;;;;;100;EXCELENTE;S;2010-09-27;FAX;0212 5783601;;1;2010-10-06
5648;J310672717;4;0;2010-07-14;2010-09-23;CP-FC-02-289;CP-FC-02-289;1;SUMINISTRO DE LIBROS CIENTIFICOS;;;;1702.35;;;;;;;;;100;EXCELENTE;S;2010-07-14;FAX;0212 6939928;;1;2010-10-06
5649;J301855574;4;0;2010-07-14;2010-09-23;CP-FC-02-288;CP-FC-02-288;1;SUMINISTRO DE LIBROS CIENTIFICOS;;;;8500.00;;;;;;;;;100;EXCELENTE;S;2010-07-14;FAX;0212 9878558;;1;2010-10-06
5650;J308126675;4;0;2009-06-10;2009-10-29;UCP-CP-2009-050;O/C 35;8;ADQUISICIÃÂN DE TONER PARA IMPRESORAS Y FOTOCOPIADORAS PARA LAS DIFERENTES DIRECCIONES DE LA CONTRALORIA MUNICIPAL DE VALENCIA.;;;;45464.16;;;;;;;;;75;BUENO;S;2009-10-09;FAX;NÃÂº DE O/C 35;;1;2010-10-06
5651;J317081781;4;0;2010-09-22;2010-09-24;CP-OS-VRAC-113-2010;113;1;REPUESTOS PARA MANTENIMIENTO DE AIRES ACONDICIONADOS;;;;35739.20;;;;;;;;;93;EXCELENTE;S;2010-10-01;OFICIO;79;;1;2010-10-06
5652;J301118391;2;0;2008-08-08;2010-03-17;CAVE080217;4600004571;7;TRANSPORTE DE MATERIALES  A GRANEL;;;;1270415.01;;;;;;;;;87;MUY BUENO;S;2010-08-31;FAX;CC-ED-00005/10;;1;2010-10-06
5653;V055223854;4;0;2010-09-21;2010-09-22;CP-OS-VRAC-114-2010;114;1;REFRIGERIOS;;;;665.28;;;;;;;;;80;BUENO;S;2010-10-01;OFICIO;80;;1;2010-10-06
5654;J310108196;4;0;2008-09-02;2008-11-03;S/N;18480;1;ADQUISICIÃÂN DE MATERIAL DE OFICINA;;;;263832.32;;;;;;;;;82;MUY BUENO;S;2010-10-06;OFICIO;17;;1;2010-10-06
5655;J310108196;4;0;2008-11-11;2009-01-12;S/N;18310;1;ADQUISICIÃÂN DE MATERIAL DE OFICINA;;;;206097.20;;;;;;;;;82;MUY BUENO;S;2010-10-06;OFICIO;17;;1;2010-10-06
5656;J294541909;4;0;2009-09-29;2009-12-29;ALC-2009-07-101;65-2009;17;RECONSTRUCCION DE ACERAS RAMPAS Y MOBILIARIO URBANO EN CALLES Y AVENIDAS DEL CASCO URBANO DE LA CIUDAD DE PORLAMAR;;;;499993.56;;;;;;;;;91;EXCELENTE;S;2009-08-04;OFICIO;ALC-MARIÃÂO-2009-07-101;;1;2010-10-06
5657;J298033096;4;0;2010-07-12;2010-07-19;DFIPU/OC/0344;DFIPU/OC/0344;5;ALOJAMIENTO DE LAS DELEGACIONES PROVENIENTES DE ECUADOR Y MEXICO QUE PARTICIPAN EN EL FESTIVAL INTERNACIONAL DE COROS;;;;42000.00;;;;;;;;;74;BUENO;S;2010-07-19;OFICIO;DFIPU/OC/0344;;1;2010-10-06
5658;J310333599;4;0;2010-06-23;2010-07-08;DFIPU/OC/0357;DFIPU/OC/0357;5;MANTENIMIENTO DE A/A DE 5 TON. 220 V. S/N DE CONTROL. CARGA DE GAS. INCLUYE TICINO. DPTO DEPORTES;;;;1152.00;;;;;;;;;81;MUY BUENO;S;2010-07-08;OFICIO;DFIPU/OC/0357;;1;2010-10-06
5659;J310108196;4;0;2008-09-12;2008-11-12;S/N;18594;1;ADQUISICIÃÂN DE MATERIAL DE OFICINA;;;;207536.00;;;;;;;;;82;MUY BUENO;S;2010-10-06;OFICIO;17;;1;2010-10-06
